Name,MRP,Discounted Price,Marketer,Salts,URL
N/A,N/A,N/A,N/A,N/A,https://pharmeasy.in/online-medicine-order/browse?alphabet=b&page=0
N/A,N/A,N/A,N/A,N/A,https://pharmeasy.in/online-medicine-order/browse?alphabet=f&page=0
N/A,N/A,N/A,N/A,N/A,https://www.netmeds.com/prescriptions/bacterial-infections
